,0
233,-33.15012645230174
234,0.0
235,66.36504631484499
236,0.0
237,-66.31237275684067
238,0.0
239,0.0
240,66.38353464334847
241,-37.02441422055382
242,0.0
243,-62.97911156784863
244,33.14527390762716
245,-4.641282940303171
246,-29.02598702553263
247,60.35560178530849
248,-60.93596666140044
249,32.0428260813588
250,-72.16893045839944
251,38.84387133056488
252,-65.93259191397536
253,-0.45070330390117874
254,-0.6367189519167482
255,-41.6399853034991
256,-1.6050303696455142
257,-32.479076813180306
258,-32.305969618452465
259,29.388139757216436
260,-44.7232350266449
261,-76.47106771789728
262,-1.2573366400215966
263,14.063724052198031
264,-17.60922812796295
265,25.519743188590148
266,-2.0848808400735663
267,-2.275558679195437
268,-74.773882317245
269,70.31252075984042
270,-48.815004061298836
271,-26.013667797231697
272,-24.60583909178998
273,-27.131010021383872
274,44.52718172090234
275,-2.0407596598846096
276,-29.150463735831522
277,-2.2523352968462973
278,73.11871764590971
279,-61.92899782457886
280,41.11191429178168
281,-13.354525161176175
282,-32.86279006128747
283,147.15215140860755
284,32.02135363651546
285,0.0
286,-41.8356721139953
287,115.1163237099297
288,-41.8356721139953
289,-63.93438941790801
290,63.93438941790801
291,-31.823127862125965
292,40.48829120595343
293,-9.215058896118933
294,-33.00093556625446
295,0.0
296,-40.652838763821585
297,-57.671290887638094
298,-7.865861905094107
299,-66.17862534393524
300,71.23709617170728
301,-72.00538144925872
302,-0.8249438238950784
303,-62.28883456541776
304,-4.641282940303171
305,32.519147334995566
306,-67.0207527914652
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,-66.55463639394412
313,0.0
314,0.0
315,0.0
316,0.0
317,1.2186064909279537
318,0.0
319,-66.58062718762685
320,-1.7215816801150179
321,0.39676917333366646
322,0.0
323,-0.9713110764608975
324,0.0
325,-1.1896336019089424
326,0.5745419031272311
327,0.0
328,66.60887874077126
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,66.60818378267972
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,66.60722526969684
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,66.60600166421631
353,-0.5049346146118221
354,1.3146521128156508
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.9434551978259265
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,-0.9434551978259265
388,0.0
389,0.0
390,-1.3146521128156508
391,0.5049346146118221
392,0.0
393,66.60450728448761
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,66.60273230970712
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,-0.8819165281326018
410,0.0
411,66.49546881999935
412,0.0
413,0.0
414,0.0
415,0.0
416,66.49138938021603
417,0.0
418,0.0
419,0.0
420,0.0
421,66.48646112577742
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,66.48062967459225
428,0.0
429,0.0
430,0.0
431,0.0
432,66.47382548832776
433,0.0
434,0.0
435,2.0791150420526114
436,0.0
437,66.41544944526578
438,0.0
439,0.0
440,2.835008863434278
441,62.348363270659846
442,0.0
443,3.550858188507533
444,0.0
445,66.11469226201692
446,0.0
447,66.1013708897297
448,0.0
449,0.0
450,66.08470972328593
451,0.0
452,-28.916103046765922
453,66.00704732295681
454,0.0
455,0.0
456,-0.8134698822030847
457,0.0
458,70.87795353544641
459,-32.75519485815058
460,64.44356310593781
461,-26.166035725021196
462,72.033639603562
463,-65.14245556740028
464,72.6678985464736
465,-0.3907499249467132
466,-0.8926369853104651
467,-53.76332815237935
468,42.14649944671922
469,42.69225205507823
470,-31.35542299600379
471,-0.22741542194649375
472,-17.292016801162784
473,-0.5858243692642873
474,14.52479197165945
475,-87.65108773990752
476,91.46133675708003
477,-55.91261755766925
478,-0.18283737846284492
479,-7.065007626230843
480,-26.040795580012364
481,21.645390929781765
482,-1.576713001405968
483,24.021444542898728
484,-22.444731541492757
485,-21.66836224500237
486,5.94443465178299
487,27.393052358625763
488,-64.25466782202788
489,74.22683619787686
490,-28.312262126538695
491,56.62263189936236
492,0.0
493,0.0
494,-28.38826904483488
495,-45.61546106760399
496,0.10259579452747877
497,45.69458989617203
498,-91.49177558687155
499,-45.04757808006008
500,29.185577852871585
501,-12.951713881522647
502,-106.28183156519788
503,45.37127032948014
504,-59.41084348270873
505,-134.14351574003655
506,-88.08304056294105
507,0.41183447211980234
508,-74.03983284081916
509,-30.464570598723622
510,-62.429533015234284
511,-84.84176197859578
512,-73.34877005842841
513,-63.17916844768472
514,0.41280769842397075
515,0.3603085546263429
516,-70.79802451235295
517,6.258563738514056
518,0.37838992456649123
519,-68.62525153612526
520,1.59487722376781
521,1.800119916351998
522,2.477751433667545
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,66.64752608378173
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,-1.045491433238984
606,0.0
607,0.0
608,0.0
609,-1.4690009487634845
610,0.5554013202422918
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,-66.59164455256187
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,-66.59337578578999
627,0.7925030552626093
628,0.0
629,1.0579220994004621
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,66.64616016166724
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,-1.0506352372337584
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,-66.65344702383393
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,1.0579220994004621
672,0.0
673,0.0
674,1.3200010751461377
675,0.0
676,66.57164743252959
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,66.57630486272814
687,0.0
688,1.2988026051316364
689,0.0
690,0.0
691,0.0
692,66.44727878839755
693,0.0
694,0.0
695,0.0
696,0.0
697,66.45352603505994
698,0.0
699,0.0
700,0.0
701,0.0
702,68.06933122688483
703,0.0
704,-2.517751397623395
705,0.0
706,0.0
707,0.0
708,-0.9759210884359012
709,0.0
710,66.65182216505154
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,-1.045491433238984
725,0.0
726,0.0
727,0.0
728,-66.64875996447938
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,-66.64987828741977
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,1.041412477616177
758,0.0
759,0.0
760,1.039890314477295
761,0.0
762,1.0353459871675834
763,66.45852137766883
764,0.0
765,0.0
766,0.0
767,0.0
768,68.12667915337005
769,-1.6643572379515823
770,0.0
771,0.0
772,0.0
773,69.78142083711987
774,0.0
775,0.0
776,0.0
777,66.37522190644893
778,0.0
779,0.0
780,0.0
781,66.38041777272494
782,0.0
783,0.0
784,0.0
785,66.3840445926662
786,0.0
787,-1.1374428566178096
788,0.0
789,0.0
790,66.5402994081937
791,-1.4658015096337351
792,0.0
793,-1.2809991090316923
794,-1.0936804218642258
795,0.0
796,0.42728020874397055
797,-0.7150142768118428
798,0.0
799,-66.51968038313547
800,0.0
801,0.0
802,0.0
803,0.0
804,-66.52478913780845
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,-66.5288942177515
811,0.0
812,0.0
813,0.0
814,0.0
815,-69.39460825712622
816,0.0
817,0.0
818,0.0
819,0.0
820,-66.4396981066524
821,0.0
822,0.0
823,0.0
824,0.0
825,-66.44727878839755
826,0.0
827,0.0
828,0.0
829,0.0
830,-66.45352603505994
831,0.0
832,0.0
833,0.0
834,0.0
835,-66.45852137766883
836,0.0
837,0.0
838,-1.6108098492159921
839,-64.07174930751344
840,0.0
841,0.0
842,0.9135996285211927
843,0.0
844,0.0
845,1.045491433238984
846,1.1742671249548902
847,0.0
848,1.2988026051316364
849,-2.4441199966406186
850,68.89139878503818
851,0.0
852,-35.71819407063141
853,-33.20799362495208
854,66.39113879766944
855,3.6237877739267788
856,0.0
857,-33.20799362495208
858,-0.13127706270571102
859,0.0
860,-3.225227205759514
861,37.471342589661326
862,-33.134919310237386
863,1.2983725017612358
864,-4.97499707628298
865,-26.84988015116474
866,66.81741250654862
867,-71.75993120063235
868,-31.579990708132282
869,-72.46887632819372
870,41.13660150149083
871,33.147871382365445
872,-82.31931535523458
873,-19.828274371761744
874,-73.38522163505607
875,63.26789860728018
876,-73.04842252183145
877,76.05811644916425
878,-73.29682884990471
879,-13.816244289400004
880,-60.807461621995415
881,93.18558350740342
882,-90.9357087177798
883,28.732640427474603
884,-19.560820945329027
885,1.1414025147378957
886,26.368153214572015
887,-21.98794383892396
888,23.83481526005795
889,-44.71369418045702
890,48.608104362899006
891,-24.71987765763094
892,-8.344302096858533
893,1.1909176832543742
894,47.66383396975182
895,14.882505110615085
896,-29.236446540761563
897,106.86535946063151
898,2.8965778936708375
899,-32.148413631159656
900,105.738068581145
901,-32.148413631159656
902,-0.2754799796043983
903,95.97103308859877
904,9.687258482835642
905,-31.893816981195993
906,-8.921562530587817
907,72.96379314294347
908,0.824849119557077
909,-64.36156401261026
910,33.06193042599309
911,-71.91383654102334
912,7.718052343598458
913,-6.441197478972072
914,-58.139618851763686
915,-32.27237645044656
916,28.00765398516667
917,-27.430575531727662
918,0.9122430796213148
919,1.1518445923713947
920,3.0569747997920635
921,-68.21112752586819
922,1.5576598196267593
923,34.60309206789489
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,-66.65542629219654
933,0.0
934,0.0
935,0.0
936,1.022328616870638
937,0.0
938,0.0
939,1.3555945576759618
940,66.57362670089219
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,66.5784540033826
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,66.58270710591978
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,-1.6108098492159921
962,66.63665864458703
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,68.15031397007114
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,-1.5134157064908986
982,0.4900901129966921
983,0.0
984,0.0
985,0.0
986,66.65182216505154
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,66.65266988777651
1006,0.0
1007,0.0
1008,0.0
1009,-0.9967995729146159
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,-66.65089504247041
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.9950247276085141
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,66.65266988777651
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,66.65344702383393
1066,-33.333333333333336
1067,0.0
1068,0.0
1069,0.0
1070,0.8668452245811883
1071,0.0
1072,-66.63605054085528
1073,-33.31933655444317
1074,0.8819165281326018
1075,0.0
1076,0.7705648339744187
1077,-33.22128833880953
1078,0.8851842672174353
1079,-37.06492205389367
1080,37.81529060512507
1081,-32.090449034783106
1082,66.40604810799502
1083,-104.32574384529332
1084,72.511490497714
1085,-71.74603955197512
1086,-72.92483853076916
1087,9.97118639366903
1088,-9.476563119319556
1089,-30.810971053881058
1090,31.667520571805834
1091,-73.73816958708233
1092,30.681227013562545
1093,-44.454437822725154
1094,16.368540586090557
1095,12.823392850150839
1096,-101.69156560092082
1097,55.77094110067122
1098,-19.87933534034312
1099,-0.17705329742341291
1100,72.02300687873375
1101,-0.21720295609526374
1102,-71.25193067889958
1103,24.627976861307133
1104,-51.29164001522616
1105,46.281660348317644
1106,45.94068074939652
1107,-57.13884793566943
1108,-17.33184737225386
1109,89.59766164488911
1110,-0.29228043367245016
1111,-62.21537704183765
1112,104.7080505311051
1113,-32.43754206105862
1114,6.654143700040531
1115,162.6838964481441
1116,32.500260254033485
1117,7.233623562092836
1118,65.09990080069367
1119,0.06002749009491974
1120,-32.458127094857524
1121,137.12731780729044
1122,-32.500260254033485
1123,0.17035052359470154
1124,32.585895951586494
1125,-72.46129321951548
1126,39.220479822219545
1127,-65.33957008737588
1128,-6.722092124154244
1129,38.56680853280838
1130,-71.84720456911613
1131,0.0
1132,-71.23611739536173
1133,70.65464401272314
1134,0.0
1135,-66.01336107241997
1136,0.0
1137,33.067725900620815
1138,-65.98881074022518
1139,0.0
1140,0.0
1141,-65.9777856239728
1142,-4.944025021599549
1143,-66.12916080974276
1144,0.0
1145,0.0
1146,-62.8047230800064
1147,-4.133852226815193
1148,0.0
1149,2.374661819479229
1150,-69.48998026731203
1151,1.387551463389277
1152,-1.8486856383059802
1153,0.46287369127379446
1154,0.0
1155,-1.079946098360196
1156,-0.7704790563028752
1157,-2.3090327245663884
1158,-1.376541567453534
1159,0.0
1160,66.36918662690749
1161,0.0
1162,0.0
1163,0.0
1164,69.7759862708639
1165,0.0
1166,0.0
1167,0.0
1168,66.45741098129298
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,66.45406896192347
1174,0.9851326912369748
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,66.58287661224225
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,67.73886357488728
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,66.64752608378173
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,1.064632016123923
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,-66.65182216505154
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,1.5134157064908986
1238,-0.5554013202422918
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,-66.58580749348863
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,-66.58287661224225
1253,0.0
1254,-1.6108098492159921
1255,0.5207062388080885
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,-1.058200856863086
1269,0.0
1270,0.0
1271,0.0
1272,-1.023101935230386
1273,0.0
1274,-2.595942540452967
1275,0.0
1276,0.0
1277,69.17881915269521
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,68.09285665803841
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,66.53104238227576
1289,0.0
1290,0.0
1291,0.0
1292,-1.4690009487634845
1293,0.0
1294,66.57087029647215
1295,0.0
1296,1.7828747664199323
1297,-0.4760933341065273
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,66.64464266770693
1307,0.0
1308,0.0
1309,0.0
1310,1.079946098360196
1311,0.0
1312,0.0
1313,0.0
1314,-66.65344702383393
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,1.4271161964337864
1326,-0.5950484081266676
1327,0.0
1328,-66.59027863044737
1329,2.4441199966406186
1330,-1.7215816801150179
1331,0.0
1332,0.0
1333,0.0
1334,-66.45741098129298
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,-66.45406896192347
1340,0.0
1341,0.0
1342,0.0
1343,-66.44947683087317
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,-69.21138913064446
1349,1.5134157064908986
1350,0.0
1351,0.0
1352,-1.1594226233397602
1353,0.0
1354,-1.060335934854114
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,-1.5134157064908986
1365,0.5554013202422918
1366,0.0
1367,66.58580749348863
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,66.58287661224225
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,66.57944095154753
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,66.57545714000317
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,66.57087029647215
1398,1.306781432313405
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,1.0711417422331948
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,-66.65266988777651
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,1.4690009487634845
1427,-0.5745419031272311
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,-66.58826682443919
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,-66.58580749348863
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,-1.023101935230386
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,-66.64987828741977
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,-1.058200856863086
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,66.64987828741977
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,-1.0901036104079036
1476,0.0
1477,0.0
1478,-1.1185324726060486
1479,-33.18314517271735
1480,66.45352603505994
1481,0.0
1482,-66.37533489223037
1483,0.0
1484,0.0
1485,66.4662637935038
1486,-33.19218971951301
1487,-69.72489520184293
1488,2.4441199966406186
1489,-33.12368816441994
1490,33.20799362495208
1491,-4.134104607427484
1492,3.316458903882828
1493,-37.716459587919836
1494,4.134104607427484
1495,-71.23709617170728
1496,37.92553124033802
1497,-6.142503341612601
1498,-66.4371867028855
1499,-39.92941887383665
1500,-1.2861404983986802
1501,-1.1433280703627702
1502,-64.9632246301882
1503,31.432989169572306
1504,-116.83490345081988
1505,30.458573739473614
1506,-75.87479535312127
1507,73.09437186059688
1508,-75.0676895717715
1509,13.828311101665255
1510,-47.11596262115734
1511,-17.90128279299405
1512,15.679469190082074
1513,-65.96711551184764
1514,5.705088777884981
1515,-50.146751230072326
1516,-1.703265985137866
1517,47.83800213916223
1518,-96.83431853569952
1519,21.157534602508814
1520,-26.761965257673147
1521,39.9544575297836
1522,-76.00431933125881
1523,16.378707377725732
1524,15.162281529438104
1525,87.76861665239414
1526,-76.29799970544819
1527,12.595570590703886
1528,10.786561013281215
1529,-1.6954755187635822
1530,-14.544847895171861
1531,70.49141082775634
1532,-34.85982562961709
1533,102.96385163391739
1534,-67.52116433302433
1535,101.60617449090476
1536,-0.5997398141630583
1537,31.988685268857136
1538,66.61118049766563
1539,66.60636216572988
1540,0.0
1541,99.89904109411944
1542,0.0
1543,99.8839237020062
1544,0.0
1545,66.57912027068966
1546,33.286018452769405
1547,34.670947218653225
1548,66.6422066493638
1549,0.0
1550,0.0
1551,66.63782538616138
1552,0.0
1553,0.0
1554,33.31756170913707
1555,0.0
1556,-0.42728020874397055
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.9479864475520591
1562,0.0
1563,0.7602928702236038
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,-66.60600166421631
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,-66.11441717149091
1584,-1.3501193551438937
1585,0.0
1586,0.0
1587,0.0
1588,-0.940458334446485
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,66.65182216505154
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.9434551978259265
1604,0.0
1605,0.0
1606,0.8097174982038288
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,-66.60450728448761
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,2.246925308111969
1621,-67.96774108968648
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,-66.49546881999935
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,-66.49138938021603
1632,0.0
1633,0.0
1634,0.0
1635,-1.094000641496725
1636,0.0
1637,0.0
1638,-66.59555976908844
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,-66.59247382120579
1649,-1.5605965532853836
1650,0.42728020874397055
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,-0.9479864475520591
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,66.65542629219654
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,-1.3146521128156508
1680,0.5049346146118221
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,-0.6746484338741254
1686,66.50123135901325
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,66.498740140923
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,65.4880426406829
1698,0.0
1699,-33.12368816441994
1700,-0.9088774016679698
1701,66.14240702507436
1702,4.024042444404804
1703,-70.93301895517499
1704,64.78489014506295
1705,5.619668312687528
1706,64.80986006058227
1707,-33.079025697874684
1708,72.5130898390423
1709,63.91486677507435
1710,-32.591139644805864
1711,41.47811646341661
1712,-0.48642426784274073
1713,-12.456318419363537
1714,55.07610436502096
1715,-43.64376358730222
1716,87.15726513363151
1717,0.0
1718,-12.843456494229127
1719,-30.800307093073087
1720,0.0
1721,-13.085215502422898
1722,-30.800307093073087
1723,-30.52858447694433
1724,-44.268894985170704
1725,-16.92289329038843
1726,30.254167626436395
1727,-0.10995155633869066
1728,-104.55923969032028
1729,-14.906335821817626
1730,-104.56596336299148
1731,-29.562577504778176
1732,0.02763886528924786
1733,-16.811873623120732
1734,-148.85157305642264
